ticker,name,premium_code,free_code
FONR,Fonar Corporation,EOD/FONR,GOOG/NASDAQ_FONR
FORD,Forward Industries,EOD/FORD,GOOG/NASDAQ_FORD
FORK,Fuling Global Inc.,EOD/FORK,
FORM,FormFactor,EOD/FORM,GOOG/NASDAQ_FORM
FORR,Forrester Research,EOD/FORR,GOOG/NASDAQ_FORR
FORTY,Formula Systems (1985) Ltd.,EOD/FORTY,GOOG/NASDAQ_FORTY
FOSL,Fossil Group,EOD/FOSL,GOOG/NASDAQ_FOSL
FOX,Twenty-First Century Fox,EOD/FOX,GOOG/NASDAQ_FOX
FOXA,Twenty-First Century Fox,EOD/FOXA,GOOG/NASDAQ_FOXA
FOXF,Fox Factory Holding Corp.,EOD/FOXF,GOOG/NASDAQ_FOXF
FPA,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,EOD/FPA,
FPRX,Five Prime Therapeutics,EOD/FPRX,GOOG/NASDAQ_FPRX
FPXI,First Trust International IPO ETF,EOD/FPXI,
FRAN,Francesca&#39;s Holdings Corporation,EOD/FRAN,GOOG/NASDAQ_FRAN
FRBA,First Bank,EOD/FRBA,GOOG/NASDAQ_FRBA
FRBK,Republic First Bancorp,EOD/FRBK,GOOG/NASDAQ_FRBK
FRED,Fred&#39;s,EOD/FRED,GOOG/NASDAQ_FRED
FREE,FreeSeas Inc.,EOD/FREE,GOOG/NASDAQ_FREE
FRGI,Fiesta Restaurant Group,EOD/FRGI,GOOG/NASDAQ_FRGI
FRME,First Merchants Corporation,EOD/FRME,GOOG/NASDAQ_FRME
FRP,FairPoint Communications,EOD/FRP,GOOG/NASDAQ_FRP
FRPH,FRP Holdings,EOD/FRPH,
FRPT,Freshpet,EOD/FRPT,GOOG/NASDAQ_FRPT
FRSH,Papa Murphy&#39;s Holdings,EOD/FRSH,
FSAM,Fifth Street Asset Management Inc.,EOD/FSAM,
FSBK,First South Bancorp Inc,EOD/FSBK,GOOG/NASDAQ_FSBK
FSBW,FS Bancorp,EOD/FSBW,GOOG/NASDAQ_FSBW
FSC,Fifth Street Finance Corp.,EOD/FSC,GOOG/NASDAQ_FSC
FSCFL,Fifth Street Finance Corp.,EOD/FSCFL,
FSFG,First Savings Financial Group,EOD/FSFG,GOOG/NASDAQ_FSFG
FSFR,Fifth Street Senior Floating Rate Corp.,EOD/FSFR,GOOG/NASDAQ_FSFR
FSLR,First Solar,EOD/FSLR,GOOG/NASDAQ_FSLR
FSNN,Fusion Telecommunications International,EOD/FSNN,
FSTR,L.B. Foster Company,EOD/FSTR,GOOG/NASDAQ_FSTR
FSV,FirstService Corporation,EOD/FSV,
FSYS,Fuel Systems Solutions,EOD/FSYS,GOOG/NASDAQ_FSYS
FSZ,First Trust Switzerland AlphaDEX Fund,EOD/FSZ,
FTCS,First Trust Capital Strength ETF,EOD/FTCS,GOOG/NASDAQ_FTCS
FTD,FTD Companies,EOD/FTD,GOOG/NASDAQ_FTD
FTEK,Fuel Tech,EOD/FTEK,GOOG/NASDAQ_FTEK
FTGC,First Trust Global Tactical Commodity Strategy Fund,EOD/FTGC,GOOG/NASDAQ_FTGC
FTHI,First Trust High Income ETF,EOD/FTHI,
FTLB,First Trust Low Beta Income ETF,EOD/FTLB,
FTNT,Fortinet,EOD/FTNT,GOOG/NASDAQ_FTNT
FTR,Frontier Communications Corporation,EOD/FTR,GOOG/NASDAQ_FTR
FTRPR,Frontier Communications Corporation,EOD/FTRPR,
FTSL,First Trust Senior Loan Fund ETF,EOD/FTSL,GOOG/NASDAQ_FTSL
FTSM,First Trust Enhanced Short Maturity ETF,EOD/FTSM,
FTW,First Trust Taiwan AlphaDEX Fund,EOD/FTW,
FUEL,Rocket Fuel Inc.,EOD/FUEL,GOOG/NASDAQ_FUEL
FULL,Full Circle Capital Corporation,EOD/FULL,GOOG/NASDAQ_FULL
FULLL,Full Circle Capital Corporation,EOD/FULLL,
FULT,Fulton Financial Corporation,EOD/FULT,GOOG/NASDAQ_FULT
FUNC,First United Corporation,EOD/FUNC,GOOG/NASDAQ_FUNC
FUND,Sprott Focus Trust,EOD/FUND,
FV,First Trust Dorsey Wright Focus 5 ETF,EOD/FV,
FWM,Fairway Group Holdings Corp.,EOD/FWM,GOOG/NASDAQ_FWM
FWP,Forward Pharma A/S,EOD/FWP,
FWRD,Forward Air Corporation,EOD/FWRD,GOOG/NASDAQ_FWRD
FXCB,Fox Chase Bancorp,EOD/FXCB,GOOG/NASDAQ_FXCB
FXEN,FX Energy,EOD/FXEN,GOOG/NASDAQ_FXEN
FXENP,FX Energy,EOD/FXENP,
GABC,German American Bancorp,EOD/GABC,GOOG/NASDAQ_GABC
GAI,Global-Tech Advanced Innovations Inc.,EOD/GAI,GOOG/NASDAQ_GAI
GAIA,Gaiam,EOD/GAIA,GOOG/NASDAQ_GAIA
GAIN,Gladstone Investment Corporation,EOD/GAIN,GOOG/NASDAQ_GAIN
GAINN,Gladstone Investment Corporation,EOD/GAINN,
GAINO,Gladstone Investment Corporation,EOD/GAINO,
GAINP,Gladstone Investment Corporation,EOD/GAINP,GOOG/NASDAQ_GAINP
GALE,Galena Biopharma,EOD/GALE,GOOG/NASDAQ_GALE
GALT,Galectin Therapeutics Inc.,EOD/GALT,GOOG/NASDAQ_GALT
GALTU,Galectin Therapeutics Inc.,EOD/GALTU,GOOG/NASDAQ_GALTU
GALTW,Galectin Therapeutics Inc.,EOD/GALTW,
GAME,Shanda Games Limited,EOD/GAME,GOOG/NASDAQ_GAME
GARS,Garrison Capital Inc.,EOD/GARS,GOOG/NASDAQ_GARS
GASS,StealthGas,EOD/GASS,GOOG/NASDAQ_GASS
GBCI,Glacier Bancorp,EOD/GBCI,GOOG/NASDAQ_GBCI
GBDC,Golub Capital BDC,EOD/GBDC,GOOG/NASDAQ_GBDC
GBIM,GlobeImmune,EOD/GBIM,
GBLI,Global Indemnity plc,EOD/GBLI,GOOG/NASDAQ_GBLI
GBLIZ,Global Indemnity plc,EOD/GBLIZ,
GBNK,Guaranty Bancorp,EOD/GBNK,GOOG/NASDAQ_GBNK
GBSN,Great Basin Scientific,EOD/GBSN,
GBT,GLOBAL BLOOD THERAPEUTICS,EOD/GBT,
GCBC,Greene County Bancorp,EOD/GCBC,GOOG/NASDAQ_GCBC
GCTS,GCT Semiconductor,,
GCVRZ,Sanofi,EOD/GCVRZ,
GDEF,Global Defense & National Security Systems,EOD/GDEF,GOOG/NASDAQ_GDEF
GDEN,Golden Entertainment,EOD/GDEN,
GENC,Gencor Industries Inc.,EOD/GENC,GOOG/NASDAQ_GENC
GENE,Genetic Technologies Ltd,EOD/GENE,GOOG/NASDAQ_GENE
GEOS,Geospace Technologies Corporation,EOD/GEOS,GOOG/NASDAQ_GEOS
GERN,Geron Corporation,EOD/GERN,GOOG/NASDAQ_GERN
GEVO,Gevo,EOD/GEVO,GOOG/NASDAQ_GEVO
GFED,Guaranty Federal Bancshares,EOD/GFED,GOOG/NASDAQ_GFED
GFN,General Finance Corporation,EOD/GFN,GOOG/NASDAQ_GFN
GFNCP,General Finance Corporation,EOD/GFNCP,GOOG/NASDAQ_GFNCP
GFNSL,General Finance Corporation,EOD/GFNSL,
GGAC,Garnero Group Acquisition Company,EOD/GGAC,
GGACR,Garnero Group Acquisition Company,EOD/GGACR,
GGACU,Garnero Group Acquisition Company,EOD/GGACU,
GGACW,Garnero Group Acquisition Company,EOD/GGACW,
GGAL,Grupo Financiero Galicia S.A.,EOD/GGAL,GOOG/NASDAQ_GGAL
GHDX,Genomic Health,EOD/GHDX,GOOG/NASDAQ_GHDX
GIFI,Gulf Island Fabrication,EOD/GIFI,GOOG/NASDAQ_GIFI
GIGA,Giga-tronics Incorporated,EOD/GIGA,GOOG/NASDAQ_GIGA
GIGM,GigaMedia Limited,EOD/GIGM,GOOG/NASDAQ_GIGM
GIII,G-III Apparel Group,EOD/GIII,GOOG/NASDAQ_GIII
GILD,Gilead Sciences,EOD/GILD,GOOG/NASDAQ_GILD
GILT,Gilat Satellite Networks Ltd.,EOD/GILT,GOOG/NASDAQ_GILT
GK,G&K Services,EOD/GK,GOOG/NASDAQ_GK
GLAD,Gladstone Capital Corporation,EOD/GLAD,GOOG/NASDAQ_GLAD
GLADO,Gladstone Capital Corporation,EOD/GLADO,
GLBL,TerraForm Global,EOD/GLBL,GOOG/NASDAQ_GLBL
GLBS,Globus Maritime Limited,EOD/GLBS,GOOG/NASDAQ_GLBS
GLBZ,Glen Burnie Bancorp,EOD/GLBZ,GOOG/NASDAQ_GLBZ
GLDC,Golden Enterprises,EOD/GLDC,GOOG/NASDAQ_GLDC
GLDD,Great Lakes Dredge & Dock Corporation,EOD/GLDD,GOOG/NASDAQ_GLDD
GLDI,Credit Suisse AG,EOD/GLDI,GOOG/NASDAQ_GLDI
GLMD,Galmed Pharmaceuticals Ltd.,EOD/GLMD,
GLNG,Golar LNG Limited,EOD/GLNG,GOOG/NASDAQ_GLNG
GLPG,Galapagos NV,EOD/GLPG,
GLPI,Gaming and Leisure Properties,EOD/GLPI,GOOG/NASDAQ_GLPI
GLRE,Greenlight Reinsurance,EOD/GLRE,GOOG/NASDAQ_GLRE
GLRI,Glori Energy Inc,EOD/GLRI,
GLSS,Gelesis,,
GLUU,Glu Mobile Inc.,EOD/GLUU,GOOG/NASDAQ_GLUU
GLYC,GlycoMimetics,EOD/GLYC,
GMAN,Gordmans Stores,EOD/GMAN,GOOG/NASDAQ_GMAN
GMCR,Keurig Green Mountain,EOD/GMCR,GOOG/NASDAQ_GMCR
GMLP,Golar LNG Partners LP,EOD/GMLP,GOOG/NASDAQ_GMLP
GNBC,Green Bancorp,EOD/GNBC,
GNCA,Genocea Biosciences,EOD/GNCA,
GNCMA,General Communication,EOD/GNCMA,GOOG/NASDAQ_GNCMA
GNMA,iShares GNMA Bond ETF,EOD/GNMA,GOOG/NASDAQ_GNMA
GNMK,GenMark Diagnostics,EOD/GNMK,GOOG/NASDAQ_GNMK
GNOW,American Caresource Holdings Inc,EOD/GNOW,
GNST,GenSight Biologics S.A.,,
GNTX,Gentex Corporation,EOD/GNTX,GOOG/NASDAQ_GNTX
GNVC,GenVec,EOD/GNVC,GOOG/NASDAQ_GNVC
GOGL,Golden Ocean Group Limited,EOD/GOGL,
GOGO,Gogo Inc.,EOD/GOGO,GOOG/NASDAQ_GOGO
GOLD,Randgold Resources Limited,EOD/GOLD,GOOG/NASDAQ_GOLD
GOMO,Sungy Mobile Limited,EOD/GOMO,GOOG/NASDAQ_GOMO
GOOD,Gladstone Commercial Corporation,EOD/GOOD,GOOG/NASDAQ_GOOD
GOODN,Gladstone Commercial Corporation,EOD/GOODN,GOOG/NASDAQ_GOODN
GOODO,Gladstone Commercial Corporation,EOD/GOODO,GOOG/NASDAQ_GOODO
GOODP,Gladstone Commercial Corporation,EOD/GOODP,GOOG/NASDAQ_GOODP
GOOG,Alphabet Inc.,EOD/GOOG,GOOG/NASDAQ_GOOG
GOOGL,Alphabet Inc.,EOD/GOOGL,GOOG/NASDAQ_GOOGL
GPAC,Global Partner Acquisition Corp.,EOD/GPAC,
GPACU,Global Partner Acquisition Corp.,EOD/GPACU,
GPACW,Global Partner Acquisition Corp.,EOD/GPACW,
GPIA,GP Investments Acquisition Corp.,EOD/GPIA,
GPIAU,GP Investments Acquisition Corp.,EOD/GPIAU,
GPIAW,GP Investments Acquisition Corp.,EOD/GPIAW,
GPIC,Gaming Partners International Corporation,EOD/GPIC,GOOG/NASDAQ_GPIC
GPOR,Gulfport Energy Corporation,EOD/GPOR,GOOG/NASDAQ_GPOR
GPP,Green Plains Partners LP,EOD/GPP,
GPRE,Green Plains,EOD/GPRE,GOOG/NASDAQ_GPRE
GPRO,GoPro,EOD/GPRO,GOOG/NASDAQ_GPRO
GRBK,Green Brick Partners,EOD/GRBK,
GRFS,Grifols,EOD/GRFS,GOOG/NASDAQ_GRFS
GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ,EOD/GRID,GOOG/NASDAQ_GRID
GRIF,Griffin Industrial Realty,EOD/GRIF,GOOG/NASDAQ_GRIF
GRMN,Garmin Ltd.,EOD/GRMN,GOOG/NASDAQ_GRMN
GROW,U.S. Global Investors,EOD/GROW,GOOG/NASDAQ_GROW
GRPN,Groupon,EOD/GRPN,GOOG/NASDAQ_GRPN
GRSH,Gores Holdings,,
GRSHU,Gores Holdings,EOD/GRSHU,
GRSHW,Gores Holdings,,
GRVY,GRAVITY Co.,EOD/GRVY,GOOG/NASDAQ_GRVY
GSBC,Great Southern Bancorp,EOD/GSBC,GOOG/NASDAQ_GSBC
GSIG,GSI Group,EOD/GSIG,GOOG/NASDAQ_GSIG
GSIT,GSI Technology,EOD/GSIT,GOOG/NASDAQ_GSIT
GSM,Globe Specialty Metals Inc.,EOD/GSM,GOOG/NASDAQ_GSM
GSOL,Global Sources Ltd.,EOD/GSOL,GOOG/NASDAQ_GSOL
GSVC,GSV Capital Corp,EOD/GSVC,GOOG/NASDAQ_GSVC
GT,The Goodyear Tire & Rubber Company,EOD/GT,GOOG/NASDAQ_GT
GTIM,Good Times Restaurants Inc.,EOD/GTIM,GOOG/NASDAQ_GTIM
GTLS,Chart Industries,EOD/GTLS,GOOG/NASDAQ_GTLS
GTWN,Georgetown Bancorp,EOD/GTWN,GOOG/NASDAQ_GTWN
GTXI,GTx,EOD/GTXI,GOOG/NASDAQ_GTXI
GUID,Guidance Software,EOD/GUID,GOOG/NASDAQ_GUID
GULF,WisdomTree Middle East Dividend Fund,EOD/GULF,GOOG/NASDAQ_GULF
GURE,Gulf Resources,EOD/GURE,GOOG/NASDAQ_GURE
GWGH,GWG Holdings,EOD/GWGH,
GWPH,GW Pharmaceuticals Plc,EOD/GWPH,GOOG/NASDAQ_GWPH
GYRO,Gyrodyne ,EOD/GYRO,GOOG/NASDAQ_GYRO
HA,Hawaiian Holdings,EOD/HA,GOOG/NASDAQ_HA
HABT,The Habit Restaurants,EOD/HABT,
HAFC,Hanmi Financial Corporation,EOD/HAFC,GOOG/NASDAQ_HAFC
HAIN,The Hain Celestial Group,EOD/HAIN,GOOG/NASDAQ_HAIN
HALL,Hallmark Financial Services,EOD/HALL,GOOG/NASDAQ_HALL
HALO,Halozyme Therapeutics,EOD/HALO,GOOG/NASDAQ_HALO
HART          ,Harvard Apparatus Regenerative Technology,EOD/HART          ,GOOG/NASDAQ_HART          
HAS,Hasbro,EOD/HAS,GOOG/NASDAQ_HAS
HAWK,Blackhawk Network Holdings,EOD/HAWK,GOOG/NASDAQ_HAWK
HAYN,Haynes International,EOD/HAYN,GOOG/NASDAQ_HAYN
HBAN,Huntington Bancshares Incorporated,EOD/HBAN,GOOG/NASDAQ_HBAN
HBANP,Huntington Bancshares Incorporated,EOD/HBANP,GOOG/NASDAQ_HBANP
HBCP,Home Bancorp,EOD/HBCP,GOOG/NASDAQ_HBCP
HBHC,Hancock Holding Company,EOD/HBHC,GOOG/NASDAQ_HBHC
HBHCL,Hancock Holding Company,EOD/HBHCL,
HBIO,Harvard Bioscience,EOD/HBIO,GOOG/NASDAQ_HBIO
HBK,Hamilton Bancorp,EOD/HBK,GOOG/NASDAQ_HBK
HBMD,Howard Bancorp,EOD/HBMD,GOOG/NASDAQ_HBMD
HBNC,Horizon Bancorp (IN),EOD/HBNC,GOOG/NASDAQ_HBNC
HBP,Huttig Building Products,EOD/HBP,
HCAC,Hennessy Capital Acquisition Corp. II,EOD/HCAC,
HCACU,Hennessy Capital Acquisition Corp. II,EOD/HCACU,
HCACW,Hennessy Capital Acquisition Corp. II,EOD/HCACW,
HCAP,Harvest Capital Credit Corporation,EOD/HCAP,GOOG/NASDAQ_HCAP
HCAPL,Harvest Capital Credit Corporation,EOD/HCAPL,
HCCI,Heritage-Crystal Clean,EOD/HCCI,GOOG/NASDAQ_HCCI
HCKT,The Hackett Group,EOD/HCKT,GOOG/NASDAQ_HCKT
HCOM,Hawaiian Telcom Holdco,EOD/HCOM,GOOG/NASDAQ_HCOM
HCSG,Healthcare Services Group,EOD/HCSG,GOOG/NASDAQ_HCSG
HDNG,Hardinge,EOD/HDNG,GOOG/NASDAQ_HDNG
HDP,Hortonworks,EOD/HDP,
HDRA,Hydra Industries Acquisition Corp.,EOD/HDRA,
HDRAR,Hydra Industries Acquisition Corp.,EOD/HDRAR,
HDRAU,Hydra Industries Acquisition Corp.,EOD/HDRAU,
HDRAW,Hydra Industries Acquisition Corp.,EOD/HDRAW,
HDS,HD Supply Holdings,EOD/HDS,GOOG/NASDAQ_HDS
HDSN,Hudson Technologies,EOD/HDSN,GOOG/NASDAQ_HDSN
HEAR,Turtle Beach Corporation,EOD/HEAR,
HEES,H&E Equipment Services,EOD/HEES,GOOG/NASDAQ_HEES
HELE,Helen of Troy Limited,EOD/HELE,GOOG/NASDAQ_HELE
HEOP,Heritage Oaks Bancorp,EOD/HEOP,GOOG/NASDAQ_HEOP
HERO,Hercules Offshore,EOD/HERO,GOOG/NASDAQ_HERO
HFBC,HopFed Bancorp,EOD/HFBC,GOOG/NASDAQ_HFBC
HFBL,Home Federal Bancorp,EOD/HFBL,GOOG/NASDAQ_HFBL
HFFC,HF Financial Corp.,EOD/HFFC,GOOG/NASDAQ_HFFC
HFWA,Heritage Financial Corporation,EOD/HFWA,GOOG/NASDAQ_HFWA
HGSH,China HGS Real Estate,EOD/HGSH,GOOG/NASDAQ_HGSH
HIBB,Hibbett Sports,EOD/HIBB,GOOG/NASDAQ_HIBB
HIFS,Hingham Institution for Savings,EOD/HIFS,GOOG/NASDAQ_HIFS
HIHO,Highway Holdings Limited,EOD/HIHO,GOOG/NASDAQ_HIHO
HIIQ,Health Insurance Innovations,EOD/HIIQ,GOOG/NASDAQ_HIIQ
HIMX,Himax Technologies,EOD/HIMX,GOOG/NASDAQ_HIMX
HKTV,Hong Kong Television Network Limited,EOD/HKTV,GOOG/NASDAQ_HKTV
HLG,Hailiang Education Group Inc.,EOD/HLG,
HLIT,Harmonic Inc.,EOD/HLIT,GOOG/NASDAQ_HLIT
HMHC,Houghton Mifflin Harcourt Company,EOD/HMHC,GOOG/NASDAQ_HMHC
HMIN,Homeinns Hotel Group,EOD/HMIN,GOOG/NASDAQ_HMIN
HMNF,HMN Financial,EOD/HMNF,GOOG/NASDAQ_HMNF
HMNY,Helios and Matheson Analytics Inc,EOD/HMNY,GOOG/NASDAQ_HMNY
HMPR,Hampton Roads Bankshares Inc,EOD/HMPR,GOOG/NASDAQ_HMPR
HMST,HomeStreet,EOD/HMST,GOOG/NASDAQ_HMST
HMSY,HMS Holdings Corp,EOD/HMSY,GOOG/NASDAQ_HMSY
HMTV,Hemisphere Media Group,EOD/HMTV,GOOG/NASDAQ_HMTV
HNH,Handy & Harman Ltd.,EOD/HNH,GOOG/NASDAQ_HNH
HNNA,Hennessy Advisors,EOD/HNNA,
HNRG,Hallador Energy Company,EOD/HNRG,GOOG/NASDAQ_HNRG
HNSN,Hansen Medical,EOD/HNSN,GOOG/NASDAQ_HNSN
HOFT,Hooker Furniture Corporation,EOD/HOFT,GOOG/NASDAQ_HOFT
HOLI,Hollysys Automation Technologies,EOD/HOLI,GOOG/NASDAQ_HOLI
HOLX,Hologic,EOD/HOLX,GOOG/NASDAQ_HOLX
HOMB,Home BancShares,EOD/HOMB,GOOG/NASDAQ_HOMB
HOTR,Chanticleer Holdings,EOD/HOTR,GOOG/NASDAQ_HOTR
HOTRW,Chanticleer Holdings,EOD/HOTRW,
HOVNP,Hovnanian Enterprises Inc,EOD/HOVNP,GOOG/NASDAQ_HOVNP
HPJ,Highpower International Inc,EOD/HPJ,GOOG/NASDAQ_HPJ
HQCL,Hanwha Q CELLS Co.,EOD/HQCL,
HQY,HealthEquity,EOD/HQY,
HRMN,Harmony Merger Corp.,EOD/HRMN,
HRMNU,Harmony Merger Corp.,EOD/HRMNU,
HRMNW,Harmony Merger Corp.,EOD/HRMNW,
HRTX,Heron Therapeutics,EOD/HRTX,
HRZN,Horizon Technology Finance Corporation,EOD/HRZN,GOOG/NASDAQ_HRZN
HSGX,Histogenics Corporation,EOD/HSGX,
HSIC,Henry Schein,EOD/HSIC,GOOG/NASDAQ_HSIC
HSII,Heidrick & Struggles International,EOD/HSII,GOOG/NASDAQ_HSII
HSKA,Heska Corporation,EOD/HSKA,GOOG/NASDAQ_HSKA
HSNI,HSN,EOD/HSNI,GOOG/NASDAQ_HSNI
HSON,Hudson Global,EOD/HSON,GOOG/NASDAQ_HSON
HSTM,HealthStream,EOD/HSTM,GOOG/NASDAQ_HSTM
HTBI,HomeTrust Bancshares,EOD/HTBI,GOOG/NASDAQ_HTBI
HTBK,Heritage Commerce Corp,EOD/HTBK,GOOG/NASDAQ_HTBK
HTBX,Heat Biologics,EOD/HTBX,GOOG/NASDAQ_HTBX
HTCH,Hutchinson Technology Incorporated,EOD/HTCH,GOOG/NASDAQ_HTCH
HTGM,HTG Molecular Diagnostics,EOD/HTGM,
HTHT,China Lodging Group,EOD/HTHT,GOOG/NASDAQ_HTHT
HTLD,Heartland Express,EOD/HTLD,GOOG/NASDAQ_HTLD
HTLF,Heartland Financial USA,EOD/HTLF,GOOG/NASDAQ_HTLF
HTWR,Heartware International,EOD/HTWR,GOOG/NASDAQ_HTWR
HUBG,Hub Group,EOD/HUBG,GOOG/NASDAQ_HUBG
HURC,Hurco Companies,EOD/HURC,GOOG/NASDAQ_HURC
HURN,Huron Consulting Group Inc.,EOD/HURN,GOOG/NASDAQ_HURN
HWAY,Healthways,EOD/HWAY,GOOG/NASDAQ_HWAY
HWBK,Hawthorn Bancshares,EOD/HWBK,GOOG/NASDAQ_HWBK
HWCC,Houston Wire & Cable Company,EOD/HWCC,GOOG/NASDAQ_HWCC
HWKN,Hawkins,EOD/HWKN,GOOG/NASDAQ_HWKN
HYGS,Hydrogenics Corporation,EOD/HYGS,GOOG/NASDAQ_HYGS
HYLS,First Trust High Yield Long/Short ETF,EOD/HYLS,GOOG/NASDAQ_HYLS
HYND,WisdomTree BofA Merrill Lynch High Yield Bond Negative Duratio,EOD/HYND,
HYZD,WisdomTree BofA Merrill Lynch High Yield Bond Zero Duration Fu,EOD/HYZD,
HZNP,Horizon Pharma plc,EOD/HZNP,GOOG/NASDAQ_HZNP
IACI,IAC/InterActiveCorp,EOD/IACI,GOOG/NASDAQ_IACI
IART,Integra LifeSciences Holdings Corporation,EOD/IART,GOOG/NASDAQ_IART
IBB,iShares Nasdaq Biotechnology Index Fund,EOD/IBB,GOOG/NASDAQ_IBB
IBCP,Independent Bank Corporation,EOD/IBCP,GOOG/NASDAQ_IBCP
IBKC,IBERIABANK Corporation,EOD/IBKC,GOOG/NASDAQ_IBKC
IBKCP,IBERIABANK Corporation,EOD/IBKCP,
IBKR,Interactive Brokers Group,EOD/IBKR,GOOG/NASDAQ_IBKR
IBOC,International Bancshares Corporation,EOD/IBOC,GOOG/NASDAQ_IBOC
IBTX,Independent Bank Group,EOD/IBTX,GOOG/NASDAQ_IBTX
ICAD,icad inc.,EOD/ICAD,GOOG/NASDAQ_ICAD
ICBK,County Bancorp,EOD/ICBK,
ICCC,ImmuCell Corporation,EOD/ICCC,GOOG/NASDAQ_ICCC
ICFI,ICF International,EOD/ICFI,GOOG/NASDAQ_ICFI
ICLD,InterCloud Systems,EOD/ICLD,GOOG/NASDAQ_ICLD
ICLDW,InterCloud Systems,EOD/ICLDW,
ICLN,iShares S&P Global Clean Energy Index Fund,EOD/ICLN,GOOG/NASDAQ_ICLN
ICLR,ICON plc,EOD/ICLR,GOOG/NASDAQ_ICLR
ICON,Iconix Brand Group,EOD/ICON,GOOG/NASDAQ_ICON
ICPT,Intercept Pharmaceuticals,EOD/ICPT,GOOG/NASDAQ_ICPT
ICUI,ICU Medical,EOD/ICUI,GOOG/NASDAQ_ICUI
IDCC,InterDigital,EOD/IDCC,GOOG/NASDAQ_IDCC
IDLB,PowerShares FTSE International Low Beta Equal Weight Portfolio,EOD/IDLB,
IDRA,Idera Pharmaceuticals,EOD/IDRA,GOOG/NASDAQ_IDRA
IDSA,Industrial Services of America,EOD/IDSA,GOOG/NASDAQ_IDSA
IDSY,I.D. Systems,EOD/IDSY,GOOG/NASDAQ_IDSY
IDTI,Integrated Device Technology,EOD/IDTI,GOOG/NASDAQ_IDTI
IDXX,IDEXX Laboratories,EOD/IDXX,GOOG/NASDAQ_IDXX
IEP,Icahn Enterprises L.P.,EOD/IEP,GOOG/NASDAQ_IEP
IESC,Integrated Electrical Services,EOD/IESC,GOOG/NASDAQ_IESC
IEUS,iShares MSCI Europe Small-Cap ETF,EOD/IEUS,
IFEU,iShares FTSE EPRA/NAREIT Europe Index Fund,EOD/IFEU,GOOG/NASDAQ_IFEU
IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,EOD/IFGL,GOOG/NASDAQ_IFGL
IFON,InfoSonics Corp,EOD/IFON,GOOG/NASDAQ_IFON
IFV,First Trust Dorsey Wright International Focus 5 ETF,EOD/IFV,
IGLD,Internet Gold Golden Lines Ltd.,EOD/IGLD,GOOG/NASDAQ_IGLD
IGOV,iShares S&P/Citigroup International Treasury Bond Fund,EOD/IGOV,GOOG/NASDAQ_IGOV
III,Information Services Group,EOD/III,GOOG/NASDAQ_III
IIIN,Insteel Industries,EOD/IIIN,GOOG/NASDAQ_IIIN
IIJI,Internet Initiative Japan,EOD/IIJI,GOOG/NASDAQ_IIJI
IILG,Interval Leisure Group,EOD/IILG,GOOG/NASDAQ_IILG
IIN,IntriCon Corporation,EOD/IIN,GOOG/NASDAQ_IIN
IIVI,II-VI Incorporated,EOD/IIVI,GOOG/NASDAQ_IIVI
IKGH,Iao Kun Group Holding Company Limited,EOD/IKGH,GOOG/NASDAQ_IKGH
IKNX,Ikonics Corporation,EOD/IKNX,GOOG/NASDAQ_IKNX
ILMN,Illumina,EOD/ILMN,GOOG/NASDAQ_ILMN
IMDZ,Immune Design Corp.,EOD/IMDZ,
IMGN,ImmunoGen,EOD/IMGN,GOOG/NASDAQ_IMGN
IMI,Intermolecular,EOD/IMI,GOOG/NASDAQ_IMI
IMKTA,Ingles Markets,EOD/IMKTA,GOOG/NASDAQ_IMKTA
IMMR,Immersion Corporation,EOD/IMMR,GOOG/NASDAQ_IMMR
IMMU,Immunomedics,EOD/IMMU,GOOG/NASDAQ_IMMU
IMMY,Imprimis Pharmaceuticals,EOD/IMMY,GOOG/NASDAQ_IMMY
IMNP          ,Immune Pharmaceuticals Inc.,EOD/IMNP          ,
IMOS,ChipMOS TECHNOLOGIES (Bermuda) LTD.,EOD/IMOS,GOOG/NASDAQ_IMOS
INAP,Internap Corporation,EOD/INAP,GOOG/NASDAQ_INAP
INBK,First Internet Bancorp,EOD/INBK,GOOG/NASDAQ_INBK
INCR,INC Research Holdings,EOD/INCR,
INCY,Incyte Corporation,EOD/INCY,GOOG/NASDAQ_INCY
INDB,Independent Bank Corp.,EOD/INDB,GOOG/NASDAQ_INDB
INDY,iShares S&P India Nifty 50 Index Fund,EOD/INDY,GOOG/NASDAQ_INDY
INFI,Infinity Pharmaceuticals,EOD/INFI,GOOG/NASDAQ_INFI
INFN,Infinera Corporation,EOD/INFN,GOOG/NASDAQ_INFN
INGN,Inogen,EOD/INGN,
ININ,Interactive Intelligence Group,EOD/ININ,GOOG/NASDAQ_ININ
INNL,Innocoll AG,EOD/INNL,
INO,Inovio Pharmaceuticals,EOD/INO,
INOD,Innodata Inc.,EOD/INOD,GOOG/NASDAQ_INOD
INOV,Inovalon Holdings,EOD/INOV,
INSM,Insmed,EOD/INSM,GOOG/NASDAQ_INSM
INSY,Insys Therapeutics,EOD/INSY,GOOG/NASDAQ_INSY
INTC,Intel Corporation,EOD/INTC,GOOG/NASDAQ_INTC
